,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Unnamed: 0,Unnamed: 0.1
545,369-82-2676,B,Abuja,Normal,Male,Electronic accessories,27237.6,5,6809.4,142997.4,1/15/2019,18:22,Epay,136188.0,4.7619047619999995,6809.4,7.8,213.0,
546,563-47-4072,B,Abuja,Normal,Female,Health and beauty,20091.6,6,6027.48,126577.08,1/22/2019,11:52,Cash,120549.6,4.7619047619999995,6027.48,9.9,214.0,
547,149-15-7606,B,Abuja,Member,Male,Sports and travel,13435.2,9,6045.84,126962.64,3/6/2019,15:31,Epay,120916.8,4.7619047619999995,6045.84,5.1,215.0,
548,133-77-3154,B,Abuja,Member,Male,Fashion accessories,21664.8,4,4332.96,90992.16,2/16/2019,18:04,Card,86659.2,4.7619047619999995,4332.96,9.4,216.0,
549,322-02-2271,B,Abuja,Normal,Female,Sports and travel,15469.2,3,2320.38,48727.98,2/3/2019,11:46,Cash,46407.6,4.7619047619999995,2320.38,9.3,217.0,
550,725-67-2480,B,Abuja,Member,Female,Fashion accessories,21150.0,6,6345.0,133245.0,3/24/2019,18:14,Card,126900.0,4.7619047619999995,6345.0,5.9,218.0,
551,779-42-2410,B,Abuja,Member,Male,Food and beverages,20786.4,3,3117.96,65477.15999999999,2/20/2019,13:06,Epay,62359.2,4.7619047619999995,3117.96,7.7,219.0,
552,190-14-3147,B,Abuja,Normal,Female,Health and beauty,6469.2,4,1293.84,27170.64,2/23/2019,20:43,Epay,25876.8,4.7619047619999995,1293.84,6.4,220.0,
553,679-22-6530,B,Abuja,Normal,Female,Sports and travel,14623.2,2,1462.3200000000006,30708.72,1/17/2019,10:01,Card,29246.4,4.7619047619999995,1462.3200000000006,4.1,221.0,
554,642-61-4706,B,Abuja,Member,Male,Food and beverages,33624.0,2,3362.4,70610.4,3/30/2019,16:34,Cash,67248.0,4.7619047619999995,3362.4,5.5,222.0,
555,576-31-4774,B,Abuja,Normal,Female,Health and beauty,26427.6,3,3964.14,83246.94,3/2/2019,13:10,Epay,79282.8,4.7619047619999995,3964.14,4.0,223.0,
556,242-11-3142,B,Abuja,Member,Male,Fashion accessories,30157.2,2,3015.720000000001,63330.12,2/24/2019,19:57,Cash,60314.4,4.7619047619999995,3015.720000000001,4.6,224.0,
557,752-23-3760,B,Abuja,Member,Female,Sports and travel,23068.8,7,8074.08,169555.68000000002,2/19/2019,19:29,Card,161481.6,4.7619047619999995,8074.08,7.3,225.0,
558,528-87-5606,B,Abuja,Member,Female,Electronic accessories,14212.8,1,710.64,14923.439999999995,2/12/2019,19:43,Cash,14212.8,4.7619047619999995,710.64,6.5,226.0,
559,320-85-2052,B,Abuja,Normal,Female,Sports and travel,12531.6,1,626.5799999999998,13158.18,1/14/2019,10:11,Card,12531.6,4.7619047619999995,626.5799999999998,7.0,227.0,
560,510-79-0415,B,Abuja,Member,Female,Sports and travel,8308.8,6,2492.64,52345.44,1/24/2019,19:20,Epay,49852.8,4.7619047619999995,2492.64,4.9,228.0,
561,241-96-5076,B,Abuja,Member,Female,Home and lifestyle,17676.0,2,1767.6,37119.6,1/8/2019,12:58,Card,35352.0,4.7619047619999995,1767.6,6.4,229.0,
562,767-97-4650,B,Abuja,Member,Female,Sports and travel,23338.8,2,2333.88,49011.48,1/8/2019,11:59,Card,46677.6,4.7619047619999995,2333.88,8.0,230.0,
563,826-58-8051,B,Abuja,Normal,Male,Home and lifestyle,22388.4,4,4477.6799999999985,94031.28,1/6/2019,19:46,Epay,89553.59999999998,4.7619047619999995,4477.6799999999985,4.3,231.0,
564,176-64-7711,B,Abuja,Normal,Male,Food and beverages,11635.2,3,1745.28,36650.88,3/27/2019,19:11,Card,34905.6,4.7619047619999995,1745.28,4.3,232.0,
565,191-29-0321,B,Abuja,Member,Female,Fashion accessories,7117.2,10,3558.6,74730.6,2/27/2019,18:57,Card,71172.0,4.7619047619999995,3558.6,5.0,233.0,
566,729-06-2010,B,Abuja,Member,Male,Health and beauty,28969.2,9,13036.14,273758.94,1/6/2019,11:18,Cash,260722.8,4.7619047619999995,13036.14,9.2,234.0,
567,640-48-5028,B,Abuja,Member,Female,Home and lifestyle,31820.4,9,14319.18,300702.78,3/2/2019,12:40,Cash,286383.6,4.7619047619999995,14319.18,6.3,235.0,
568,186-79-9562,B,Abuja,Normal,Male,Health and beauty,25837.2,7,9043.02,189903.42,3/29/2019,14:06,Cash,180860.4,4.7619047619999995,9043.02,8.9,236.0,
569,834-45-5519,B,Abuja,Normal,Female,Electronic accessories,15480.0,4,3096.0,65016.0,1/31/2019,20:48,Epay,61920.0,4.7619047619999995,3096.0,7.6,237.0,
570,821-14-9046,B,Abuja,Member,Female,Fashion accessories,6292.8,6,1887.84,39644.64,1/18/2019,15:04,Card,37756.8,4.7619047619999995,1887.84,6.1,238.0,
571,418-05-0656,B,Abuja,Normal,Female,Fashion accessories,9201.6,7,3220.56,67631.76,2/2/2019,20:42,Cash,64411.2,4.7619047619999995,3220.56,7.1,239.0,
572,776-68-1096,B,Abuja,Normal,Male,Home and lifestyle,15883.2,3,2382.48,50032.08,3/18/2019,13:45,Card,47649.60000000001,4.7619047619999995,2382.48,7.9,240.0,
573,434-35-9162,B,Abuja,Member,Male,Food and beverages,8402.4,4,1680.48,35290.079999999994,2/4/2019,18:53,Epay,33609.6,4.7619047619999995,1680.48,7.4,241.0,
574,174-64-0215,B,Abuja,Normal,Male,Sports and travel,25106.4,10,12553.2,263617.2,3/5/2019,17:49,Card,251064.0,4.7619047619999995,12553.2,8.9,242.0,
575,299-29-0180,B,Abuja,Member,Female,Home and lifestyle,18784.8,7,6574.6799999999985,138068.28,3/9/2019,10:54,Cash,131493.6,4.7619047619999995,6574.6799999999985,9.3,243.0,
576,438-23-1242,B,Abuja,Normal,Male,Electronic accessories,27316.8,7,9560.88,200778.48000000004,1/24/2019,10:38,Epay,191217.6,4.7619047619999995,9560.88,8.9,244.0,
577,238-45-6950,B,Abuja,Member,Male,Food and beverages,19339.2,1,966.9600000000003,20306.160000000003,3/1/2019,20:03,Epay,19339.2,4.7619047619999995,966.9600000000003,6.4,245.0,
578,197-77-7132,B,Abuja,Member,Male,Electronic accessories,32961.6,8,13184.64,276877.44,1/12/2019,18:22,Epay,263692.8,4.7619047619999995,13184.64,6.0,246.0,
579,457-13-1708,B,Abuja,Member,Male,Fashion accessories,23482.80000000001,10,11741.4,246569.4,1/8/2019,19:07,Card,234828.0,4.7619047619999995,11741.4,5.2,247.0,
580,487-79-6868,B,Abuja,Member,Female,Home and lifestyle,4424.4,9,1990.98,41810.58,3/26/2019,19:28,Card,39819.6,4.7619047619999995,1990.98,8.0,248.0,
581,210-30-7976,B,Abuja,Member,Female,Fashion accessories,8035.2,4,1607.0399999999993,33747.84,3/14/2019,11:16,Epay,32140.8,4.7619047619999995,1607.0399999999993,4.1,249.0,
582,775-72-1988,B,Abuja,Normal,Male,Home and lifestyle,26380.8,5,6595.2,138499.2,1/24/2019,15:05,Epay,131904.0,4.7619047619999995,6595.2,8.4,250.0,
583,785-96-0615,B,Abuja,Member,Female,Electronic accessories,12866.4,8,5146.56,108077.76,2/17/2019,15:28,Epay,102931.2,4.7619047619999995,5146.56,4.9,251.0,
584,842-40-8179,B,Abuja,Member,Female,Food and beverages,27792.0,10,13896.0,291816.0,2/11/2019,10:38,Card,277920.0,4.7619047619999995,13896.0,5.6,252.0,
585,525-09-8450,B,Abuja,Normal,Male,Electronic accessories,25966.8,10,12983.4,272651.4,1/31/2019,15:12,Card,259668.0,4.7619047619999995,12983.4,4.2,253.0,
586,593-14-4239,B,Abuja,Normal,Female,Home and lifestyle,34365.6,8,13746.24,288671.04,3/5/2019,19:40,Epay,274924.8,4.7619047619999995,13746.24,4.7,254.0,
587,388-76-2555,B,Abuja,Normal,Male,Sports and travel,4928.4,6,1478.52,31048.920000000016,2/13/2019,13:59,Cash,29570.4,4.7619047619999995,1478.52,6.3,255.0,
588,711-31-1234,B,Abuja,Normal,Female,Electronic accessories,34430.4,4,6886.08,144607.68000000002,3/16/2019,18:51,Cash,137721.6,4.7619047619999995,6886.08,7.9,256.0,
589,707-32-7409,B,Abuja,Member,Female,Sports and travel,34394.4,4,6878.88,144456.48,2/26/2019,11:58,Epay,137577.6,4.7619047619999995,6878.88,4.5,257.0,
590,120-54-2248,B,Abuja,Normal,Female,Food and beverages,10389.6,5,2597.4,54545.4,1/22/2019,18:08,Card,51948.00000000001,4.7619047619999995,2597.4,8.0,258.0,
591,875-31-8302,B,Abuja,Normal,Male,Sports and travel,33616.8,1,1680.84,35297.64,1/3/2019,13:07,Cash,33616.8,4.7619047619999995,1680.84,9.6,259.0,
592,457-94-0464,B,Abuja,Member,Male,Electronic accessories,31633.2,9,14234.94,298933.74,1/31/2019,20:32,Epay,284698.8,4.7619047619999995,14234.94,5.6,260.0,
593,744-16-7898,B,Abuja,Normal,Female,Home and lifestyle,35053.200000000004,10,17526.600000000002,368058.6,1/15/2019,13:48,Card,350532.0,4.7619047619999995,17526.600000000002,4.9,261.0,
594,605-83-1050,B,Abuja,Normal,Male,Fashion accessories,9784.8,2,978.48,20548.08,3/15/2019,16:26,Epay,19569.6,4.7619047619999995,978.48,4.3,262.0,
595,359-94-5395,B,Abuja,Normal,Male,Health and beauty,33400.8,1,1670.0399999999993,35070.84,3/15/2019,10:50,Card,33400.8,4.7619047619999995,1670.0399999999993,9.8,263.0,
596,751-15-6198,B,Abuja,Normal,Male,Sports and travel,8283.6,6,2485.08,52186.68,1/12/2019,16:45,Epay,49701.6,4.7619047619999995,2485.08,7.9,264.0,
597,831-81-6575,B,Abuja,Member,Female,Electronic accessories,27212.4,9,12245.580000000002,257157.18,2/23/2019,11:12,Cash,244911.6,4.7619047619999995,12245.580000000002,8.0,265.0,
598,559-61-5987,B,Abuja,Normal,Female,Health and beauty,6390.0,1,319.5,6709.5,1/14/2019,10:38,Cash,6390.0,4.7619047619999995,319.5,8.6,266.0,
599,565-91-4567,B,Abuja,Normal,Male,Health and beauty,3870.0,8,1548.0,32508.0,3/15/2019,14:38,Epay,30960.0,4.7619047619999995,1548.0,6.2,267.0,
600,499-27-7781,B,Abuja,Normal,Female,Food and beverages,19155.6,8,7662.2400000000025,160907.04,3/14/2019,16:45,Epay,153244.8,4.7619047619999995,7662.2400000000025,5.0,268.0,
601,869-11-3082,B,Abuja,Member,Male,Health and beauty,34617.6,4,6923.52,145393.91999999998,1/27/2019,20:03,Card,138470.4,4.7619047619999995,6923.52,8.4,269.0,
602,190-59-3964,B,Abuja,Member,Male,Food and beverages,16977.6,5,4244.4,89132.4,2/3/2019,14:35,Card,84888.0,4.7619047619999995,4244.4,6.0,270.0,
603,366-43-6862,B,Abuja,Normal,Male,Electronic accessories,19040.4,4,3808.08,79969.68000000001,3/25/2019,16:32,Epay,76161.6,4.7619047619999995,3808.08,6.7,271.0,
604,109-86-4363,B,Abuja,Member,Female,Sports and travel,21628.8,7,7570.080000000001,158971.68000000002,2/14/2019,11:36,Card,151401.6,4.7619047619999995,7570.080000000001,4.5,272.0,
605,222-42-0244,B,Abuja,Member,Female,Health and beauty,25959.6,9,11681.82,245318.22,1/28/2019,13:53,Card,233636.4,4.7619047619999995,11681.82,7.7,273.0,
606,636-17-0325,B,Abuja,Normal,Male,Health and beauty,22525.2,4,4505.04,94605.84,2/25/2019,18:37,Cash,90100.8,4.7619047619999995,4505.04,9.5,274.0,
607,343-75-9322,B,Abuja,Member,Female,Sports and travel,4266.0,8,1706.4,35834.4,1/9/2019,16:34,Cash,34128.0,4.7619047619999995,1706.4,4.1,275.0,
608,427-45-9297,B,Abuja,Member,Female,Home and lifestyle,14662.8,7,5131.98,107771.58,3/12/2019,11:01,Epay,102639.6,4.7619047619999995,5131.98,5.4,276.0,
609,670-71-7306,B,Abuja,Normal,Male,Sports and travel,16066.8,6,4820.04,101220.84,1/2/2019,20:08,Card,96400.8,4.7619047619999995,4820.04,5.1,277.0,
610,291-59-1384,B,Abuja,Normal,Male,Electronic accessories,21708.0,1,1085.4,22793.4,2/28/2019,17:38,Cash,21708.0,4.7619047619999995,1085.4,6.0,278.0,
611,866-70-2814,B,Abuja,Normal,Female,Electronic accessories,19004.4,10,9502.2,199546.2,2/25/2019,11:58,Epay,190044.0,4.7619047619999995,9502.2,10.0,279.0,
612,895-03-6665,B,Abuja,Normal,Female,Fashion accessories,13143.6,9,5914.62,124207.02,2/16/2019,10:52,Cash,118292.4,4.7619047619999995,5914.62,4.2,280.0,
613,770-42-8960,B,Abuja,Normal,Male,Food and beverages,7603.200000000003,8,3041.28,63866.88,1/1/2019,19:31,Cash,60825.60000000001,4.7619047619999995,3041.28,6.3,281.0,
614,234-36-2483,B,Abuja,Normal,Male,Health and beauty,20732.4,6,6219.72,130614.11999999998,2/15/2019,13:51,Cash,124394.4,4.7619047619999995,6219.72,5.1,282.0,
615,152-03-4217,B,Abuja,Normal,Female,Home and lifestyle,4060.8,9,1827.36,38374.56,3/17/2019,11:55,Card,36547.2,4.7619047619999995,1827.36,4.3,283.0,
616,533-66-5566,B,Abuja,Normal,Female,Home and lifestyle,18385.2,7,6434.820000000002,135131.22,1/12/2019,11:42,Cash,128696.4,4.7619047619999995,6434.820000000002,7.0,284.0,
617,361-59-0574,B,Abuja,Member,Male,Sports and travel,32590.8,8,13036.319999999998,273762.72,3/15/2019,14:48,Card,260726.4,4.7619047619999995,13036.319999999998,6.5,285.0,
618,544-55-9589,B,Abuja,Member,Female,Electronic accessories,7714.8,10,3857.4,81005.4,1/28/2019,11:51,Cash,77148.0,4.7619047619999995,3857.4,6.2,286.0,
619,608-05-3804,B,Abuja,Member,Male,Electronic accessories,14310.0,1,715.5,15025.499999999998,2/25/2019,20:19,Cash,14310.0,4.7619047619999995,715.5,6.1,287.0,
620,761-49-0439,B,Abuja,Member,Female,Electronic accessories,4356.0,8,1742.4,36590.4,1/19/2019,10:17,Epay,34848.0,4.7619047619999995,1742.4,8.6,288.0,
621,490-95-0021,B,Abuja,Member,Female,Food and beverages,11955.6,10,5977.8,125533.8,1/8/2019,14:25,Epay,119556.0,4.7619047619999995,5977.8,6.0,289.0,
622,311-13-6971,B,Abuja,Member,Male,Sports and travel,11516.4,10,5758.2,120922.2,2/20/2019,15:18,Card,115164.0,4.7619047619999995,5758.2,9.9,290.0,
623,114-35-5271,B,Abuja,Normal,Female,Electronic accessories,20847.6,8,8339.04,175119.84,2/7/2019,15:06,Cash,166780.8,4.7619047619999995,8339.04,8.1,291.0,
624,715-20-1673,B,Abuja,Normal,Male,Electronic accessories,10216.8,5,2554.2,53638.2,3/6/2019,20:57,Cash,51084.0,4.7619047619999995,2554.2,9.4,292.0,
625,811-35-1094,B,Abuja,Member,Male,Electronic accessories,18162.0,6,5448.6,114420.6,2/6/2019,15:16,Card,108972.0,4.7619047619999995,5448.6,8.9,293.0,
626,699-88-1972,B,Abuja,Normal,Male,Health and beauty,35697.6,8,14279.04,299859.84,1/28/2019,17:47,Card,285580.8,4.7619047619999995,14279.04,4.2,294.0,
627,509-10-0516,B,Abuja,Normal,Male,Home and lifestyle,16549.2,4,3309.84,69506.64,2/9/2019,12:02,Epay,66196.8,4.7619047619999995,3309.84,5.1,295.0,
628,851-98-3555,B,Abuja,Normal,Female,Health and beauty,29836.8,5,7459.2,156643.2,3/24/2019,14:08,Card,149184.0,4.7619047619999995,7459.2,6.6,296.0,
629,624-01-8356,B,Abuja,Normal,Female,Home and lifestyle,17643.6,10,8821.8,185257.8,1/27/2019,10:44,Card,176436.0,4.7619047619999995,8821.8,4.2,297.0,
630,313-66-9943,B,Abuja,Member,Female,Food and beverages,10494.0,3,1574.1,33056.1,3/27/2019,20:29,Card,31482.0,4.7619047619999995,1574.1,7.3,298.0,
631,777-67-2495,B,Abuja,Normal,Male,Home and lifestyle,24829.2,3,3724.38,78211.98000000001,2/22/2019,11:26,Epay,74487.6,4.7619047619999995,3724.38,8.7,299.0,
632,636-98-3364,B,Abuja,Member,Female,Electronic accessories,9453.6,3,1418.04,29778.84,3/2/2019,12:36,Epay,28360.8,4.7619047619999995,1418.04,6.3,300.0,
633,181-82-6255,B,Abuja,Normal,Female,Home and lifestyle,5893.200000000003,6,1767.9600000000007,37127.16,2/8/2019,10:58,Cash,35359.2,4.7619047619999995,1767.9600000000007,7.0,301.0,
634,226-34-0034,B,Abuja,Normal,Female,Electronic accessories,4960.8,4,992.16,20835.36,1/10/2019,11:10,Epay,19843.2,4.7619047619999995,992.16,9.0,302.0,
635,321-49-7382,B,Abuja,Member,Male,Sports and travel,31791.6,1,1589.58,33381.18,2/15/2019,17:38,Card,31791.6,4.7619047619999995,1589.58,5.2,303.0,
636,431-66-2305,B,Abuja,Normal,Female,Electronic accessories,31770.0,9,14296.5,300226.5,2/15/2019,20:51,Card,285930.0,4.7619047619999995,14296.5,7.6,304.0,
637,825-94-5922,B,Abuja,Normal,Male,Sports and travel,9111.6,2,911.16,19134.36,3/2/2019,19:26,Epay,18223.2,4.7619047619999995,911.16,7.2,305.0,
638,641-62-7288,B,Abuja,Normal,Male,Home and lifestyle,35971.2,6,10791.36,226618.56,3/24/2019,13:33,Epay,215827.2,4.7619047619999995,10791.36,7.1,306.0,
639,501-61-1753,B,Abuja,Normal,Female,Home and lifestyle,22734.0,6,6820.2,143224.2,1/3/2019,20:24,Epay,136404.0,4.7619047619999995,6820.2,9.8,307.0,
640,676-10-2200,B,Abuja,Member,Male,Fashion accessories,19360.8,1,968.0399999999997,20328.84,2/3/2019,20:13,Epay,19360.8,4.7619047619999995,968.0399999999997,4.7,308.0,
641,365-16-4334,B,Abuja,Normal,Female,Food and beverages,9514.8,8,3805.9200000000014,79924.32,2/24/2019,14:26,Epay,76118.4,4.7619047619999995,3805.9200000000014,8.9,309.0,
642,503-21-4385,B,Abuja,Member,Male,Health and beauty,14367.6,3,2155.140000000001,45257.94,2/21/2019,12:40,Epay,43102.8,4.7619047619999995,2155.140000000001,9.3,310.0,
643,305-89-2768,B,Abuja,Member,Female,Home and lifestyle,7883.999999999999,3,1182.6,24834.6,1/9/2019,18:43,Epay,23652.0,4.7619047619999995,1182.6,4.7,311.0,
644,574-80-1489,B,Abuja,Member,Female,Food and beverages,22626.0,4,4525.2,95029.2,2/25/2019,13:22,Epay,90504.0,4.7619047619999995,4525.2,8.7,312.0,
645,200-40-6154,B,Abuja,Member,Male,Home and lifestyle,23727.6,6,7118.28,149483.88,2/9/2019,11:45,Cash,142365.6,4.7619047619999995,7118.28,5.7,313.0,
646,430-02-3888,B,Abuja,Normal,Male,Electronic accessories,16567.2,6,4970.16,104373.36,2/7/2019,15:55,Cash,99403.2,4.7619047619999995,4970.16,7.1,314.0,
647,794-42-3736,B,Abuja,Normal,Male,Food and beverages,11998.8,2,1199.88,25197.48,1/26/2019,14:41,Card,23997.6,4.7619047619999995,1199.88,6.4,315.0,
648,172-42-8274,B,Abuja,Normal,Female,Electronic accessories,13777.2,2,1377.72,28932.12000000001,3/2/2019,18:18,Card,27554.4,4.7619047619999995,1377.72,5.8,316.0,
649,214-30-2776,B,Abuja,Member,Female,Electronic accessories,12416.4,5,3104.1000000000013,65186.1,3/11/2019,19:44,Card,62081.99999999999,4.7619047619999995,3104.1000000000013,9.0,317.0,
650,746-04-1077,B,Abuja,Member,Female,Food and beverages,30466.8,10,15233.4,319901.4,1/1/2019,11:36,Card,304668.0,4.7619047619999995,15233.4,9.0,318.0,
651,448-34-8700,B,Abuja,Member,Male,Home and lifestyle,13287.6,7,4650.66,97663.86,2/10/2019,13:51,Epay,93013.2,4.7619047619999995,4650.66,6.7,319.0,
652,452-04-8808,B,Abuja,Normal,Male,Electronic accessories,31348.8,7,10972.08,230413.68,1/26/2019,15:17,Cash,219441.6,4.7619047619999995,10972.08,5.5,320.0,
653,883-69-1285,B,Abuja,Member,Male,Fashion accessories,17971.2,2,1797.12,37739.52,3/6/2019,11:55,Card,35942.4,4.7619047619999995,1797.12,7.0,321.0,
654,518-71-6847,B,Abuja,Member,Male,Food and beverages,9576.0,6,2872.8,60328.8,2/26/2019,15:10,Epay,57456.0,4.7619047619999995,2872.8,4.9,322.0,
655,156-20-0370,B,Abuja,Normal,Female,Electronic accessories,9162.0,1,458.1,9620.1,3/10/2019,18:10,Card,9162.0,4.7619047619999995,458.1,5.1,323.0,
656,151-33-7434,B,Abuja,Normal,Female,Food and beverages,24397.2,1,1219.86,25617.06,2/4/2019,20:43,Card,24397.2,4.7619047619999995,1219.86,6.5,324.0,
657,374-38-5555,B,Abuja,Normal,Female,Fashion accessories,22935.6,5,5733.9,120411.9,2/7/2019,19:30,Epay,114678.0,4.7619047619999995,5733.9,8.5,325.0,
658,764-44-8999,B,Abuja,Normal,Female,Health and beauty,5313.6,2,531.36,11158.56,2/18/2019,14:42,Epay,10627.2,4.7619047619999995,531.36,4.3,326.0,
659,552-44-5977,B,Abuja,Member,Male,Health and beauty,22320.0,8,8928.0,187488.0,1/3/2019,19:08,Card,178560.0,4.7619047619999995,8928.0,6.2,327.0,
660,430-53-4718,B,Abuja,Member,Male,Health and beauty,27133.2,8,10853.28,227918.88000000003,1/28/2019,15:46,Card,217065.6,4.7619047619999995,10853.28,8.4,328.0,
661,602-16-6955,B,Abuja,Normal,Female,Sports and travel,27576.0,10,13787.999999999998,289548.0,1/24/2019,18:10,Epay,275760.0,4.7619047619999995,13787.999999999998,6.0,329.0,
662,690-01-6631,B,Abuja,Normal,Male,Fashion accessories,6296.4,10,3148.2,66112.2,2/22/2019,18:35,Epay,62964.0,4.7619047619999995,3148.2,6.6,330.0,
663,303-96-2227,B,Abuja,Normal,Female,Home and lifestyle,35056.8,10,17528.399999999998,368096.4,3/2/2019,17:16,Epay,350568.0,4.7619047619999995,17528.399999999998,4.4,331.0,
664,692-92-5582,B,Abuja,Member,Female,Food and beverages,19742.4,3,2961.36,62188.55999999999,2/20/2019,13:27,Card,59227.2,4.761904762,2961.36,5.9,332.0,0.0
665,351-62-0822,B,Abuja,Member,Female,Fashion accessories,5212.8,4,1042.5600000000004,21893.76,2/6/2019,18:07,Epay,20851.2,4.761904762,1042.5600000000004,4.5,333.0,1.0
666,529-56-3974,B,Abuja,Member,Male,Electronic accessories,9183.6,4,1836.72,38571.12,3/9/2019,17:03,Cash,36734.4,4.761904762,1836.72,6.8,334.0,2.0
667,299-46-1805,B,Abuja,Member,Female,Sports and travel,33739.2,6,10121.76,212556.96,1/15/2019,16:19,Cash,202435.2,4.761904762,10121.76,4.5,335.0,3.0
668,319-50-3348,B,Abuja,Normal,Female,Home and lifestyle,14507.999999999998,2,1450.8000000000006,30466.8,3/11/2019,15:30,Epay,29016.0,4.761904762,1450.8000000000006,4.4,336.0,4.0
669,371-85-5789,B,Abuja,Normal,Male,Health and beauty,31672.800000000014,3,4750.92,99769.32,3/5/2019,10:40,Epay,95018.4,4.761904762,4750.92,5.1,337.0,5.0
670,273-16-6619,B,Abuja,Normal,Male,Home and lifestyle,11952.000000000002,2,1195.2,25099.2,3/15/2019,12:20,Card,23904.000000000004,4.761904762,1195.2,4.4,338.0,6.0
671,649-29-6775,B,Abuja,Normal,Male,Fashion accessories,12067.2,1,603.36,12670.56,2/8/2019,15:31,Cash,12067.2,4.761904762,603.36,6.7,339.0,7.0
672,145-94-9061,B,Abuja,Normal,Female,Food and beverages,31809.6,5,7952.4,167000.4,1/25/2019,19:48,Cash,159048.0,4.761904762,7952.4,9.6,340.0,8.0
673,871-79-8483,B,Abuja,Normal,Male,Fashion accessories,33886.8,5,8471.699999999999,177905.7,2/25/2019,19:39,Card,169434.0,4.761904762,8471.699999999999,4.8,341.0,9.0
674,149-71-6266,B,Abuja,Member,Male,Sports and travel,28105.2,9,12647.34,265594.14,1/28/2019,12:43,Cash,252946.8,4.761904762,12647.34,4.5,342.0,10.0
675,640-49-2076,B,Abuja,Normal,Male,Sports and travel,30160.8,8,12064.32,253350.72,1/10/2019,14:49,Cash,241286.4,4.761904762,12064.32,5.1,343.0,11.0
676,777-82-7220,B,Abuja,Member,Male,Home and lifestyle,10843.2,8,4337.28,91082.88,3/3/2019,13:01,Cash,86745.6,4.761904762,4337.28,7.7,344.0,12.0
677,280-35-5823,B,Abuja,Member,Female,Home and lifestyle,31219.2,1,1560.96,32780.16,1/17/2019,18:45,Epay,31219.2,4.761904762,1560.96,7.9,345.0,13.0
678,354-25-5821,B,Abuja,Member,Female,Sports and travel,24883.2,6,7464.96,156764.15999999995,2/8/2019,13:03,Cash,149299.2,4.761904762,7464.96,5.6,346.0,14.0
679,132-32-9879,B,Abuja,Member,Female,Electronic accessories,33825.6,4,6765.120000000001,142067.52,3/9/2019,18:00,Cash,135302.4,4.761904762,6765.120000000001,9.5,347.0,15.0
680,370-41-7321,B,Abuja,Member,Male,Health and beauty,20408.4,9,9183.78,192859.38,2/27/2019,17:24,Card,183675.6,4.761904762,9183.78,8.4,348.0,16.0
681,727-46-3608,B,Abuja,Member,Female,Food and beverages,7203.6,9,3241.62,68074.02,2/6/2019,15:47,Epay,64832.4,4.761904762,3241.62,4.1,349.0,17.0
682,669-54-1719,B,Abuja,Member,Male,Electronic accessories,6814.8,6,2044.44,42933.24,2/10/2019,12:45,Card,40888.8,4.761904762,2044.44,8.1,350.0,18.0
683,616-24-2851,B,Abuja,Member,Female,Fashion accessories,6433.200000000003,4,1286.64,27019.44,3/22/2019,14:42,Epay,25732.80000000001,4.761904762,1286.64,6.5,351.0,19.0
684,242-55-6721,B,Abuja,Normal,Male,Home and lifestyle,5817.6,2,581.76,12216.96,3/7/2019,11:49,Epay,11635.2,4.761904762,581.76,6.5,352.0,20.0
685,347-34-2234,B,Abuja,Member,Female,Sports and travel,19825.2,9,8921.34,187348.14,2/3/2019,13:40,Epay,178426.8,4.761904762,8921.34,10.0,353.0,21.0
686,853-23-2453,B,Abuja,Member,Male,Health and beauty,27266.4,4,5453.28,114518.88,2/14/2019,14:35,Cash,109065.6,4.761904762,5453.28,7.6,354.0,22.0
687,109-28-2512,B,Abuja,Member,Female,Fashion accessories,35139.6,6,10541.88,221379.48,1/7/2019,15:01,Epay,210837.6,4.761904762,10541.88,9.9,355.0,23.0
688,510-95-6347,B,Abuja,Member,Female,Food and beverages,17467.2,3,2620.08,55021.68,3/5/2019,18:17,Epay,52401.6,4.761904762,2620.08,4.0,356.0,24.0
689,847-38-7188,B,Abuja,Normal,Female,Food and beverages,34804.8,3,5220.72,109635.12,1/26/2019,19:56,Epay,104414.4,4.761904762,5220.72,6.4,357.0,25.0
690,318-68-5053,B,Abuja,Normal,Female,Health and beauty,27716.4,6,8314.92,174613.31999999998,2/27/2019,17:55,Cash,166298.4,4.761904762,8314.92,6.1,358.0,26.0
691,152-08-9985,B,Abuja,Member,Male,Health and beauty,23169.6,9,10426.32,218952.72,3/12/2019,12:09,Card,208526.4,4.761904762,10426.32,8.6,359.0,27.0
692,766-85-7061,B,Abuja,Normal,Male,Health and beauty,31633.2,10,15816.6,332148.6,3/29/2019,10:25,Epay,316332.0,4.761904762,15816.6,5.1,360.0,28.0
693,733-01-9107,B,Abuja,Normal,Male,Home and lifestyle,29772.0,6,8931.6,187563.6,3/5/2019,18:14,Cash,178632.0,4.761904762,8931.6,7.4,361.0,29.0
694,716-39-1409,B,Abuja,Normal,Male,Health and beauty,10926.0,7,3824.1,80306.09999999999,3/19/2019,18:19,Cash,76482.0,4.761904762,3824.1,8.0,362.0,30.0
695,479-26-8945,B,Abuja,Member,Female,Sports and travel,5936.4,2,593.64,12466.44,2/5/2019,11:32,Epay,11872.8,4.761904762,593.64,4.6,363.0,31.0
